sRNA	Transcript	Slice.site	AllenScore	flankMax.rpm	slice.site.rpm	slice.site.hit.norm
miR833a-5p	AT5G47550.1	188	6	1.87559999999999993392	1.03388	2.69
miR833b	AT2G27100.1	625	4.5	0.23444899999999999074	0.418934	1.09
miR834	AT1G06760.1	682	6	1.81793999999999988937	0.353596	0.92
miR834	AT2G20260.1	241	6	3.3591600000000001458	0.641853	1.67
miR834	AT5G01500.1	1025	5.5	0.330535000000000023235	0.199859	0.52
miR834	AT5G51330.1	1801	5	0	0.307475	0.8
miR835-3p	AT1G74060.1	810	5.5	4.85041000000000011028	0.13452	0.35
miR835-3p	AT4G33530.1	964	5.5	0.188327999999999995406	0.438151	1.14
miR837-5p	AT1G01160.2	431	3.5	0.622635999999999967258	0.568828	1.48
miR837-5p	AT1G10840.2	811	6	2.32912000000000007915	0.480429	1.25
miR837-5p	AT1G45145.1	390	5	1.8064100000000000712	3.58592	9.33
miR837-5p	AT3G01390.2	470	5.5	8.70537999999999989598	0.365126	0.95
miR837-5p	AT3G56800.1	536	5	7.16800000000000014921	0.645697	1.68
miR837-5p	AT5G55660.1	436	5.5	1.74876000000000009216	0.338222	0.88
miR838	AT1G12080.2	461	5.5	8.40174999999999982947	0.853242	2.22
miR838	AT1G44780.2	1381	5	1.70263999999999993129	0.611106	1.59
miR838	AT2G02160.1	1952	6	1.83332000000000006068	0.311318	0.81
miR838	AT2G20890.1	906	5.5	11.749399999999999622	0.472742	1.23
miR838	AT2G37400.1	729	6	0.572671999999999958852	0.311318	0.81
miR838	AT2G47110.2	303	6	6.22252000000000027313	0.741783	1.93
miR838	AT3G18750.3	1666	6	0.522707000000000032713	0.153737	0.4
miR838	AT3G53630.1	560	4.5	0.54576800000000003088	0.00768687	0.02
miR838	AT3G62250.1	281	6	4.49681999999999959527	0.672601	1.75
miR838	AT5G18460.1	1663	6	0.76100000000000000977	0.434308	1.13
miR838	AT5G43130.2	1767	4	0.411246999999999973685	0.39203	1.02
miR838	AT5G58960.3	235	5.5	0.426620999999999972463	0.714879	1.86
miR839-5p	AT1G17745.2	1917	6	3.17083000000000003737	0.910894	2.37
miR839-5p	AT2G34790.1	1550	5	0.899364000000000052282	0.472742	1.23
miR839-5p	AT3G51160.1	782	6	0.822494999999999976126	0.161424	0.42
miR840-3p	AT1G15020.2	540	4	0.315161999999999997701	0.153737	0.4
miR840-3p	AT4G24280.1	1194	5	1.19145999999999996355	0.249823	0.65
miR840-3p	AT5G20240.1	402	6	3.63973000000000013188	0.49196	1.28
miR841a-3p	AT5G40950.1	261	5.5	1.86021999999999998465	0.288258	0.75
miR841b-5p	AT4G29030.1	609	6	3.94721000000000010743	0.388187	1.01
miR841b-5p	AT4G39330.2	348	6	1.990899999999999892	0.468899	1.22
miR842	AT1G29930.1	223	4.5	5.96501000000000036749	1.22221	3.18
miR842	AT1G62750.1	2095	5	2.17153999999999980375	0.376657	0.98
miR842	AT2G37340.3	1015	3	0.84939900000000001512	0.445838	1.16
miR842	AT3G29075.1	423	5	1.7910399999999999654	0.403561	1.05
miR842	AT4G30960.1	378	6	50.2222000000000008413	0.441995	1.15
miR842	AT4G38660.2	966	5	28.5375000000000014211	0.553454	1.44
miR844-5p	AT2G17500.4	1417	5.5	0.588045000000000039897	0.36897	0.96
miR846-5p	AT4G26370.2	947	6	1.57196000000000002395	0.192172	0.5
miR846-5p	AT5G12140.1	430	6	2.89410999999999996035	0.184485	0.48
miR847	AT1G20010.1	1426	5	8.24032000000000053319	0.584202	1.52
miR847	AT2G17970.3	755	6	0.00384343000000000011018	0.276727	0.72
miR847	AT3G18490.1	1195	5	3.61667000000000005144	0.219076	0.57
miR847	AT5G15850.1	816	3.5	0.342065999999999981185	0.00768687	0.02
miR847	AT5G16500.1	1913	5.5	0.295943999999999984851	0.272884	0.71
miR847	AT5G24930.1	1463	4.5	1.4259100000000000108	0.230606	0.6
miR851-5p	AT3G17820.1	1014	5	18.9750000000000014211	0.465055	1.21
miR852	AT3G62980.1	998	4.5	0.319004999999999983018	0.161424	0.42
miR854a	AT1G65295.1	115	5	3.02863000000000015532	0.25751	0.67
miR854a	AT1G67350.2	355	5	1.75261000000000000121	0.222919	0.58
miR854a	AT2G23350.1	2192	5.5	2.56356999999999990436	0.349752	0.91
miR854a	AT3G28830.1	1623	5	2.79802000000000017366	0.960858	2.5
miR854a	AT4G24770.1	1111	5.5	3.01325000000000020606	1.06079	2.76
miR854a	AT4G25640.2	478	5	2.47901000000000015788	0.3805	0.99
miR854a	AT5G05100.1	830	1	0.411246999999999973685	0.24598	0.64
miR854a	AT5G25900.1	109	5.5	0	0.0153737	0.04
miR854a	AT5G43760.1	313	5.5	0.611106000000000038064	0.36897	0.96
miR854b	AT1G65295.1	115	5	3.02863000000000015532	0.25751	0.67
miR854b	AT1G67350.2	355	5	1.75261000000000000121	0.222919	0.58
miR854b	AT2G23350.1	2192	5.5	2.56356999999999990436	0.349752	0.91
miR854b	AT3G28830.1	1623	5	2.79802000000000017366	0.960858	2.5
miR854b	AT4G24770.1	1111	5.5	3.01325000000000020606	1.06079	2.76
miR854b	AT4G25640.2	478	5	2.47901000000000015788	0.3805	0.99
miR854b	AT5G05100.1	830	1	0.411246999999999973685	0.24598	0.64
miR854b	AT5G25900.1	109	5.5	0	0.0153737	0.04
miR854b	AT5G43760.1	313	5.5	0.611106000000000038064	0.36897	0.96
miR854c	AT1G65295.1	115	5	3.02863000000000015532	0.25751	0.67
miR854c	AT1G67350.2	355	5	1.75261000000000000121	0.222919	0.58
miR854c	AT2G23350.1	2192	5.5	2.56356999999999990436	0.349752	0.91
miR854c	AT3G28830.1	1623	5	2.79802000000000017366	0.960858	2.5
miR854c	AT4G24770.1	1111	5.5	3.01325000000000020606	1.06079	2.76
miR854c	AT4G25640.2	478	5	2.47901000000000015788	0.3805	0.99
miR854c	AT5G05100.1	830	1	0.411246999999999973685	0.24598	0.64
miR854c	AT5G25900.1	109	5.5	0	0.0153737	0.04
miR854c	AT5G43760.1	313	5.5	0.611106000000000038064	0.36897	0.96
miR854d	AT1G65295.1	115	5	3.02863000000000015532	0.25751	0.67
miR854d	AT1G67350.2	355	5	1.75261000000000000121	0.222919	0.58
miR854d	AT2G23350.1	2192	5.5	2.56356999999999990436	0.349752	0.91
miR854d	AT3G28830.1	1623	5	2.79802000000000017366	0.960858	2.5
miR854d	AT4G24770.1	1111	5.5	3.01325000000000020606	1.06079	2.76
miR854d	AT4G25640.2	478	5	2.47901000000000015788	0.3805	0.99
miR854d	AT5G05100.1	830	1	0.411246999999999973685	0.24598	0.64
miR854d	AT5G25900.1	109	5.5	0	0.0153737	0.04
miR854d	AT5G43760.1	313	5.5	0.611106000000000038064	0.36897	0.96
miR854e	AT1G65295.1	115	5	3.02863000000000015532	0.25751	0.67
miR854e	AT1G67350.2	355	5	1.75261000000000000121	0.222919	0.58
miR854e	AT2G23350.1	2192	5.5	2.56356999999999990436	0.349752	0.91
miR854e	AT3G28830.1	1623	5	2.79802000000000017366	0.960858	2.5
miR854e	AT4G24770.1	1111	5.5	3.01325000000000020606	1.06079	2.76
miR854e	AT4G25640.2	478	5	2.47901000000000015788	0.3805	0.99
miR854e	AT5G05100.1	830	1	0.411246999999999973685	0.24598	0.64
miR854e	AT5G25900.1	109	5.5	0	0.0153737	0.04
miR854e	AT5G43760.1	313	5.5	0.611106000000000038064	0.36897	0.96
miR856	AT1G12920.1	1359	4	1.61423999999999989718	1.33367	3.47
miR858a	AT1G06180.1	402	3	0.180640999999999996017	1.03004	2.68
miR858a	AT1G22640.1	394	5	0.980075999999999947221	0.634167	1.65
miR858a	AT1G55805.1	313	6	2.96713000000000004519	0.595732	1.55
miR858a	AT2G47460.1	401	3	0.737939000000000011603	1.99859	5.2
miR858a	AT4G27270.1	578	5.5	10.4771999999999998465	0.430465	1.12
miR858a	AT5G60890.1	638	4.5	0.465054999999999996163	0.0115303	0.03
miR858b	AT1G02500.2	966	5	1.18378000000000005443	0.445838	1.16
miR858b	AT1G06180.1	401	4	0.180640999999999996017	0.0153737	0.04
miR858b	AT1G16300.1	461	6	0.122990000000000002101	0.353596	0.92
miR858b	AT2G41870.1	605	6	0	0.342066	0.89
miR858b	AT2G47460.1	400	2.5	1.6642099999999999671	0.330535	0.86
miR858b	AT3G27810.1	498	6	1.40670000000000006146	0.196015	0.51
miR858b	AT4G34990.1	377	6	0.599575999999999997847	0.188328	0.49
miR858b	AT5G50920.1	387	5.5	1.97553000000000000824	0.149894	0.39
miR858b	AT5G60890.1	637	5.5	0.465054999999999996163	0.0153737	0.04
miR859	AT1G20260.1	1238	6	1.11844000000000010075	0.284414	0.74
miR859	AT1G28960.5	781	5	1.47204000000000001513	0.580359	1.51
miR859	AT3G02360.2	1605	5	3.2015799999999998704	1.1146	2.9
miR859	AT3G14210.1	1044	6	2.03702000000000005286	0.622636	1.62
miR861-5p	AT1G07920.1	491	6	0.795591000000000048153	0.130677	0.34
miR861-5p	AT1G07930.2	503	6	0.799433999999999977959	0.0384343	0.1
miR861-5p	AT1G07940.2	622	6	1.31444999999999989626	0.372813	0.97
miR861-5p	AT5G39500.1	2998	6	0.530394000000000032102	0.430465	1.12
miR862-5p	AT2G10940.2	726	6	12.4143000000000007788	1.79104	4.66
miR863-5p	AT2G39730.3	420	6	2.65580999999999978201	0.234449	0.61
miR863-5p	AT4G35160.1	364	6	0.515020000000000033324	0.342066	0.89
miR865-3p	AT1G05562.1	692	5	0	0.761	1.98
miR865-3p	AT1G05680.1	687	5.5	0.307474999999999998312	0.461212	1.2
miR865-3p	AT1G16900.1	1901	6	0.422777999999999987146	0.142207	0.37
miR865-3p	AT1G75150.1	255	5.5	0	0.219076	0.57
miR865-3p	AT2G35490.1	476	6	1.03004000000000006665	0.407404	1.06
miR865-3p	AT3G48870.2	1286	6	0.741782999999999970164	0.192172	0.5
miR865-3p	AT4G23100.3	462	5.5	0.54576800000000003088	0.699505	1.82
miR865-5p	AT1G04910.1	1622	5.5	0.392029999999999989591	0.52655	1.37
miR865-5p	AT3G51895.1	1923	3.5	2.22919000000000000483	0.192172	0.5
miR866-3p	AT2G26100.1	1142	6	0.730252000000000012214	0.342066	0.89
miR866-5p	AT1G10630.1	325	6	1.14149999999999995914	0.115303	0.3
miR866-5p	AT1G70490.3	435	6	3.62435999999999980403	1.18762	3.09
miR867	AT2G07698.1	1295	6	12.8947000000000002728	1.5489	4.03
miR868-3p	AT1G75500.2	1230	6	1.13765999999999989356	0.284414	0.74
miR868-3p	AT3G05510.2	937	5	0.518863999999999991886	0.165268	0.43
miR868-5p	AT1G52600.1	592	5.5	2.64043999999999989825	0.711035	1.85
miR869.2	AT3G08930.1	254	6	0.441995000000000026752	0.276727	0.72
miR869.2	AT3G16190.1	549	6	0.730252000000000012214	0.349752	0.91
